Metric,Percentage
Original Network GCC Node,99.82068141063957
Backbone Network Node,8.408049412233511
Original Network GCC Edges Removed,0.0033800150974007685
Backbone Network Edges Removed,99.76283560733238
Original Network GCC Edge Weight Removed,0.0011083668768253417
Backbone Network Edge Weight Removed,92.4725263560407
