Metric,Percentage
Original Network GCC Node,99.60068846815835
Backbone Network Node,8.185886402753873
Original Network GCC Edges Removed,0.03790750568612585
Backbone Network Edges Removed,80.23904027115016
Original Network GCC Edge Weight Removed,0.03790750568612585
Backbone Network Edge Weight Removed,80.23904027115016
