Metric,Percentage
Original Network GCC Node,99.82068141063957
Backbone Network Node,6.4753935046822075
Original Network GCC Edges Removed,0.0033800150974007685
Backbone Network Edges Removed,99.81747918474035
Original Network GCC Edge Weight Removed,0.0011083668768253417
Backbone Network Edge Weight Removed,92.77030759028109
