Metric,Percentage
Original Network GCC Node,99.60068846815835
Backbone Network Node,4.061962134251291
Original Network GCC Edges Removed,0.03790750568612585
Backbone Network Edges Removed,91.3403648039959
Original Network GCC Edge Weight Removed,0.03790750568612585
Backbone Network Edge Weight Removed,91.3403648039959
